id,name,first_name,birth_date,birthplace_notes,rank_id,birth_place_id
26386,Speiser-Sarasin,Paul,16.10.1846,,7,17
26387,Turrettini-Favre,"Théodore-Edouard-Bénédict",27.04.1845,,0,20
26388,Altherr,Hermann,28.02.1848,,3,2597
26389,Ammann,Albert,07.10.1860,,,39
26390,"Arx, von","Adrian 2",15.11.1847,,5,795
26391,"Arx, von","Casimir 2",30.10.1852,,,36
26392,Besson,"François",14.03.1859,,,415
26393,Bolli,"Beat Heinrich",21.05.1858,,10,1803
26394,Bonjour,"Félix",25.06.1858,,,73
26395,Borella,Achille,15.08.1845,,3,213
26396,Brunner,"J. R. Friedrich",31.08.1850,,3,2598
26397,Bugnon,"Eugène J.",09.01.1842,,5,718
26398,Buri,Friedrich,24.12.1860,,,2599
26399,Buser,Jakob,03.07.1847,,0,1185
26400,Caflisch,"Johann Anton",05.08.1860,,3,2600
26401,Calame,"Henri W.",17.10.1867,,,101
26402,Dinichert,Constant,22.06.1832,,,2601
26403,Dubuis,Alphonse,14.06.1866,,0,103
26404,Erismann,"Max Alphonse",04.12.1847,,,2602
26405,Fazy,Georges-Philippe-Henri,31.01.1842,,,50
26406,Fonjallaz,"Charles-Eugène",30.05.1853,,,777
26407,Forrer,Robert,11.03.1868,,,2603
26408,Freiburghaus,Jakob,14.04.1854,,0,2604
26409,Frey,Alfred,24.08.1859,,1,50
26410,"Frey-Nägeli","Kaspar Theodor",19.11.1842,,,2605
26411,Garbani-Nerini,Evaristo,26.10.1867,,,2606
26412,Gaudard,"Emile L.",06.12.1856,,3,73
26413,Geel,"Johannes G. jun.",13.07.1854,,,1390
26414,Grieshaber-Gysel,Robert,23.04.1846,,5,824
26415,Hauser,"Johann Jakob",03.01.1854,,,413
26416,Hess,"Heinrich 2",28.01.1847,,,304
26417,Hohl,"Johann Jakob 2",07.06.1834,,,307
26418,"Hörni","Joh. Konrad",14.02.1847,,,2607
26419,Iten-Syz,"Klemens (Clemens)",24.02.1858,,3,106
26420,"Knüsel",Peter,20.02.1857,,0,1972
26421,Kunz,Gottfried,12.12.1859,,,1952
26422,"Lavallaz, de-de Lavallaz","Eugène",02.06.1868,,2,2608
26423,Locher,Albert-A.,12.01.1856,,5,315
26424,Lohner-Ritschard,Emil,15.04.1865,,0,295
26425,Lutz-Rotach,Jakob,30.04.1845,,,1973
26426,"Mächler",Albert,02.04.1868,,0,399
26427,Manzoni,Romeo,29.09.1847,,,2609
26428,Mercier,Philippe,06.09.1872,,10,406
26429,Michel-Feiss,"Johann Friedrich",07.05.1856,,0,968
26430,Walcher-Gaudy,Emanuel,21.11.1859,,,
26431,Moll,Alfred,07.06.1869,,0,62
26432,Mosimann,Paul-Ernest,06.12.1858,,,5
26433,"Müller",Adolf,25.11.1840,,3,620
26434,"Müller",Jakob,15.11.1847,,2,2610
26435,Ottiker,"Friedrich K.",11.02.1865,,1,400
26436,Oyex-Ponnaz,Alf.-Isaac,04.07.1858,,,178
26437,"Perréard","Jules-François",13.06.1862,,,2611
26438,Portmann,Stefan,1967,,,
26439,Piguet,Jules-Albert,02.02.1854,,,1607
26440,Rebmann-Berger,"Johann Jakob",05.09.1846,,,2010
26441,Robert-Tissot,"J. Arnold",26.05.1846,,,5
26442,Rothenberger,Christian,11.05.1868,,,794
26443,Sidler-Bucher,Otto,14.07.1872,,1,21
26444,Simon-Criblet,"Henri François",27.10.1868,,,1384
26445,Simonin,"F. C. Henri",19.11.1855,,,439
26446,Soldini,Adolfo,07.12.1854,,2,1247
26447,"Steiger, von","Adolf (Alfred Armand Adolf)",25.07.1859,,1,50
26448,Steinegger,Martin,30.12.1857,,,2612
26449,Stoffel,Giuseppe,22.04.1863,,1,171
26450,Stucki,Robert,18.04.1868,,2,268
26451,Stutz,"Johann Jakob 2",25.07.1842,,2,97
26452,Suter,Hans,08.06.1860,,3,2069
26453,Suter-Geiser(-Meyer),"Johann Rudolf 2",21.06.1845,,0,207
26454,Suter,"Johannes 2",25.11.1847,,5,2613
26455,"Thélin","Adrien F.-H.",11.10.1842,,10,2352
26456,Vital,Andreas,11.09.1855,,,200
26457,Wagner,Ernst,22.06.1849,,,2614
26458,Walder,Jakob,25.06.1854,,,392
26459,Walser,"Eduard 2",15.10.1863,,1,32
26460,Weber,Alwin,12.07.1857,,0,1041
26461,Zimmermann,Johann,15.10.1853,,3,153
26462,"Zen Ruffinen",Jules,17.05.1847,,,2615
26463,Zschokke,"Conrad (Konradin)",14.04.1842,,,81
26464,Zumstein,"Fritz 2",12.05.1858,,5,2616
26465,"Zürcher","Emil Johann Jakob",11.06.1850,,1,2033
26466,Ferri,Mario,18.05.1875,,,164
26467,Rikli,"Emil August",24.01.1864,,0,759
26468,Scherrer-Schmid,Heinrich,12.12.1847,,2,2617
26469,Schwander,Albert,30.10.1861,,,2618
26470,Boveyron-Rojoux,"Henry (Henri)",28.06.1852,,,20
26471,Gagnebin-Francillon,Louis,05.03.1847,,1,315
26472,Hugentobler-Schirmer,A.,,,,
26473,Bruppacher,Johann,1868,,,
26474,Burch,Franz,1847,,,
26475,Messmer-Lutz,Anton,01.02.1858,,,1973
26476,Real,A.,,,,
26477,Reinhart-Volkart,Theodor,29.11.1849,,,33
26478,Saurer-Hauser,Adolph,14.02.1841,,3,2619
26479,Hirzel-William,"Heinrich (Salomon Conrad)",1837,,,
26480,"Lardy-Graffenried von",Edmond,08.10.1859,,,14
26481,Roud,Auguste,14.01.1871,,3,1781
26482,Surbeck,V.,,,,
26483,Fornerod,Alfred,,,,
26484,"Fröhlicher",Walter,,,,
26485,Wagner,Heinrich,,,,
26486,Bendel-Rauschenbach,Heinrich,1845,,,
26487,Biefer,J.,,,,
26488,Cattani,Arnold,1846,,,
26489,"Dériaz","Gédéon",16.11.1855,,,20
26490,Pfister,A.,,,,
26491,Weber,G.(Gustav?,1858?,,,
26492,Bigler,Robert,,,,
26493,Rothpletz,"C. F.",,,,
26494,Stalder,Gottlieb,,,,
26495,Enderlin,Florian,,,,
26496,Mettler,Gustav,,,,
26497,Gsell,Walter,,,,
26498,Schulze,Ernst,31.07.1840,,,2620
26499,Fama,Adolphe,03.04.1853,,,
26500,"Schäck",Theodor,,,,
26501,"Tscharner, von-de Salis",Friedrich,10.07.1852,,0,
26502,"Bächtold",A.,,,,
26503,Ryf,Johannes,20.09.1844,,2,195
26504,Flubacher,Karl,,,,
26505,Huber-Meyer,Armin,19.03.1861,,,279
26506,Lecomte,Henri,,,,
26507,Liechti,Fritz,,,,
26508,Pfund,Paul,,,,
26509,Engler,Arnold,29.01.1869,,3,159
26510,Muret-Forel,Ernest,1865,,,
26511,Brun-Spyri,Carl,12.09.1851,,,16
26512,Burckhardt-Werthemann,Daniel,10.09.1863,,,17
26513,Bertschinger,Alfred,03.04.1867,,,
26514,Forel-Monneron,"François-Alphonse",02.02.1841,,,348
26515,Dufour-Bergier,Henri,12.10.1852,,,348
26516,Ferri,G.,,,,
26517,Forster,"Aimé",22.07.1843,,,1803
26518,Amlehn,Paul,1867,,,65
26519,Auberson,Henri,,,,
26520,Augsbourg,,,,,
26521,Basler,,,,,
26522,Bersier,Charles,,,,
26523,Beusch,Chr.,,,,
26524,Camoletti,Marc,12.08.1857,,,221
26525,Crausaz,Simon,,,,
26526,Cunier,,,,,
26527,Danuser,Jakob,22.08.1870,,,
26528,Felber,Theodor,25.02.1849,,,65
26529,Filliger,Alois,31.03.1862,,,
26530,Fornerod,"Gérard",1860,,,
26531,Garonne,Alexis,,,,
26532,Gehrig-Gamma,Jost,1849,,,
26533,Girard,Ernest-Emile,,,,
26534,Gwalter,,,,,
26535,"Hablützel",Heinrich,1859,,2,
26536,"Häfeli-Ritter",Max,04.12.1869,,,21
26537,Hilty,,,,,
26538,Hofmann,"J. R.",,,,
26539,Huber,Alois,03.10.1853,,1,456
26540,Huber-Gasser,Emil,1842,,,
26541,Irminger,,,,,
26542,Jenny-Schuler,Heinrich,20.03.1861,,,834
26543,Leuch,Rudolf,,,,
26544,Meyer,A.,,,,
26545,Morger,Ferd.,,,,
26546,"Müller","E. 2",,,,
26547,"Müri",P.,,,,
26548,Nigst,F.,,,,
26549,Pfeiffer-Pfeiffer,Kaspar,,,,
26550,Piccard,Paul,09.05.1844,,,67
26551,Plattner,Placidus,23.01.1834,,,2621
26552,Reichlin,Mart.,,,,
26553,Renold,Wilhelm,,,2,
26554,Rusca,Giovanni,,,,
26555,Somazzi,Ernesto,,,,
26556,"Techtermann, de",Louis,22.10.1869,,,
26557,Theiler,,,,,
26558,Uebelin-Trautwein,Fr.,,,,
26559,"Stockalper, von",Ernest,08.06.1838,,,155
26560,Wullschleger-Gabelmann,Eugen,08.01.1862,,,17
26561,Tissot,"Eugène",,,,
26562,Bott,Manfred,,,,
26563,Hoffmann-Paravicini,Albert,1856,,,
26564,Kohler,Alfred,,,,
26565,Morin,Fritz,1852,,0,
26566,"Courten, de",L.,,,,
26567,Oschwald,E.,,,,
26568,Guex,"François",10.02.1861,,,2622
26569,"Lüscher",Marie,,,,
26570,Schenk,Rudolf,1858,,,
26571,"Trüssel",Bertha,26.04.1853,,,632
26572,Schnurrenberger,Jakob,,,,
26573,Dinkelmann,Hans,04.09.1857,,,2623
26574,Freyenmuth-Gysin,Robert,19.09.1875,,0,26
26575,"Ab Yberg-Wyss",Alois,06.10.1878,,1,488
26576,Acklin,K.,,,,
26577,Niederer,"Alfred R.",1915,,,
26578,Aebi,Ernst,10.06.1892,,0,
26579,Aerni,Armin,23.07.1890,,,
26580,Airnoldi,L.,,,,
26581,Allegrini,M.,,,,
26582,Ammann,Jakob,1872,,,
26583,Antonini,M.,,,,
26584,"Auf der Maur",Anton,25.01.1879,,,488
26585,Bachmann,Ernst,02.03.1879,,,
26586,Baud-Bovy,Daniel,13.04.1870,,,20
26587,"Bärlocher",Adolf,24.12.1879,,,
26588,Bernasconi,Florindo,,,,
26589,Bianchi,Emilio,29.06.1888,,,
26590,Blanc,"Henri 2",1887,,,
26591,Boerlin-Wackernagel,Gerhard,18.04.1873,,,
26592,Borel,"André",14.01.1888,,,5
26593,Bornand,Marcel,05.04.1886,,3,45
26594,Bourrit,Albert,06.08.1878,,,176
26595,"Böhi","Karl Ulrich",1869,,,
26596,Brack,Charles,,,,
26597,Braun,Karl,23.10.1886,,,
26598,Bretscher,Hans,21.04.1885,,,
26599,"Brüderlin",Carl,1873,,,
26600,Buess,Karl,,,,
26601,Burckhardt-Socin,Otto,20.11.1868,,,
26602,Burgener,Joseph,1872,,,
26603,"Büchi-Müller",Jacques,01.11.1870,,,1856
26604,Cerez,Edouard,1886,,,
26605,Chatton,"Eugène",,,,
26606,Cleis,Albert,,,,
26607,Collet,"Léon-William",23.09.1880,,,1627
26608,Colomb,"Frédéric-Louis",1868,,,
26609,Dolde,"Hermann Armand",,,,
26610,Dufour-Mercier,"Pierre Thomas",11.11.1881,,,
26611,Eberle,Robert,07.06.1868,,0,
26612,Elmiger,Gottlieb,28.11.1882,,,
26613,Epp,Dominik,,,,
26614,"Evéquoz",A.,,,,
26615,Fellmann-Wyss,Josef,,,,
26616,Forni,Fulvio,10.06.1879,,,
26617,Foscale,Antoine,,,,
26618,Frei,Adolf,1872,,,
26619,Frei,Gebhard,1887,,,
26620,Freudiger,Hermann,31.10.1874,,,
26621,Gilliard,Charles,16.11.1879,,,1627
26622,Gisiger,Walter,12.09.1879,,,
26623,Glarner-Egger,Jakob,,,,
26624,Gordon,Harry,1894,,,
26625,Greppin,Fernand,,,,
26626,Grossmann,Eugen,11.12.1879,,,220
26627,Gruner-Bovet,Paul,13.01.1869,,,50
26628,Guinand,Jules,,,,
26629,Hackspiel,R.,,,,
26630,Hafner,Walter,05.01.1887,,0,
26631,Hauser,Sophie,,,,
26632,"Häusermann",Samuel,,,,
26633,Hodel,Alfred,1883,,,
26634,Hofstetter,Alfred,28.04.1869,,,2528
26635,Holdener,Karl,,,,
26636,Horand,Fritz,31.10.1885,,,
26637,Hotz,Franz,,,,
26638,Huguenin,Marcel,,,,
26639,Hunger,Lorenz,1862,,,
26640,Hunziker,Reinhold,,,,
26641,Ineichen,Franz,18.09.1887,,,
26642,Isler,O.,,,,
26643,Jaccard,"André",,,,
26644,Jaggi,Luc,1887,,,
26645,Jenny,"Oskar Hugo",11.12.1876,,,
26646,Jost,W.,,,,
26647,Just,Robert,1884,,,
26648,"Känzig",Jakob,,,,
26649,Keller,Georg,,,,
26650,Klemenz,Werner,,,,
26651,Knuchel,Hermann,15.10.1884,,3,2057
26652,Koch-Vigier,"Caspar Ernst",1875,,,
26653,Kreis,A.,,,,
26654,"Kuntschen-Zen Ruffinen","François",30.05.1888,,0,
26655,Lateltin,Edmond,,,,
26656,Laube,Johann,,,,
26657,Lonfat,Alphonse,,,,
26658,"Loretan-Kalbermatten, de",Raymond,07.10.1885,,,2615
26659,Luder,Werner,,,,
26660,Magnin,"François",,,,
26661,Manz,Otto,1871,,,
26662,Hausheer,Werner,1922,,,
26663,"Mariétan",Ignace,14.03.1882,,,
26664,Marti,Adolf,,,,
26665,Martin,Paul,,,,
26666,Matter,Erwin,23.07.1872,,,
26667,Matthey,Robert,21.07.1900,,5,2624
26668,Mauchle,Hermann,1874,,,
26669,Meier,J.,,,,
26670,"Meuron, de-de Pourtalès",Louis,28.06.1868,,,
26671,Meyer,Gottlieb,,,,
26672,Meyer,Kaspar,1868,,,
26673,Meyer,"Otto 2",,,,
26674,Meyer-Rahn,Hans,1868,,,
26675,"Méan","Armand Robert",04.08.1874,,,
26676,Michel,Helene,,,,
26677,Morel,Maurice,08.07.1894,,,
26678,Morger,"Josef Vinzenz",23.11.1862,,,
26679,Morin,Jean,1890,,,843
26680,Muri,Alois,15.02.1879,,,
26681,"Müller",Lina,,,,
26682,Niederberger,Karl,1877,,,
26683,Niethammer,Theodor,02.04.1876,,,2625
26684,Oertli,Wilhelm,,,,
26685,Oettli,Max,28.01.1879,,,2113
26686,Olivier,Ch.,,,,
26687,Paleari,Giuseppe,1880,,,
26688,Paschoud,"Félix",1882,,,67
26689,Pernet,Percival,,,,
26690,Peter,-,,,,
26691,"Pfähler",Albert,01.03.1877,,,
26692,Pieth,Friedrich,19.02.1874,,,2626
26693,Pitton,Henri,28.04.1872,,0,
26694,Plancherel,Michel,16.01.1885,,0,2627
26695,Pochon,Marc,,,,
26696,Preiswerk-Imhoff,Wilhelm,22.02.1858,,,17
26697,Raaflaub,"Fritz (Emanuel Friedrich)",07.02.1884,,1,418
26698,"Rapp-Bührer",Joachim,1870,,,
26699,"Reding, von",Joseph,07.08.1869,,1,
26700,Reich-Vischer,"Hans (Johann Jacob)",26.07.1892,,,
26701,Reichen,Jakob,,,,
26702,"Reichlin-Müller",August,26.07.1880,,,
26703,"Rémy",Xavier,1884,,,
26704,Rickenbacher,Franz,1877,,,
26705,Roos,H.,,,,
26706,Roth,"André",,,,
26707,Rothpletz,Friedrich,,,,
26708,"Röthlisberger",Manuel,1889,,,
26709,Ruckstuhl,?,,,,
26710,Rusch,"Albert Alois",14.06.1881,,,
26711,Sahli,Hermann,,,,
26712,Salvisberg,Hermann,,,,
26713,Thut,Gottlieb,,,,
26714,Schaffner,Charles,07.07.1882,,,
26715,"Schär",Gottfried,,,,
26716,Scherrer-Waelly,Alois,,,,
26717,"Schönholzer","Gottfried 2",,,,
26718,Schulthess,Otto,03.01.1862,,,91
26719,Schwaber,Karl,,,,
26720,Schwob,Suzanne,08.10.1888,,,
26721,Senti,A.,,,,
26722,"Séquin",Karl,,,,
26723,Siegfried,"Paul Albrecht",16.02.1880,,,
26724,Spillmann,Heinz,23.09.1896,,,
26725,"Streng, von",Alfons,06.11.1852,,1,26
26726,Sutter,Hans,19.05.1875,,,
26727,"Täuber",Karl,04.04.1867,,,
26728,Thoma,Max,28.03.1888,,,
26729,Tiercy,Georges,09.05.1886,,,20
26730,Tobler,Ernst,02.02.1889,,0,248
26731,"Tschumi-Vögeli",Hans,07.10.1858,,,
26732,Uhlmann,F.,,,,
26733,Valencien,Charles,20.04.1877,,,
26734,Vallotton,James,1870,,,
26735,"Wälchli",Gottfried,,,,
26736,Weber,"Ch. H.",,,,
26737,Wegmann,Heinrich,1859,,,
26738,Werder,Johann,21.10.1870,,,
26739,Wild,Otto,,,,
26740,Wilhelm,Franz,1857,,,
26741,Zeerleder,Max,1880,,,
26742,Zemp-Bossard,Joseph,17.06.1869,,,2565
26743,Zimmermann-Schneider,Ida,,,,
26744,Golay,Jean,05.09.1903,,,2133
26745,Turrettini-Staehelin,Bernard,25.07.1911,,,74
26746,Forster,Ernst,1887,,3,3
26747,Gagg,Walter,,,,
26748,Kolly,Louis,1913,,,
26749,Spengler,Heinrich,1894,,,
26750,Kuntschen,Charles,21.10.1895,,,155
26751,Geyer,"Ernst (Ernst Konrad)",28.04.1905,,2,1485
26752,Kull,Walter,13.02.1909,,,
26753,Zermatten,Maurice,22.10.1910,,0,2628
26754,Favre,John,13.03.1911,,,
26755,Howald,Oskar,02.03.1897,,,10
26756,Michel,"Gottlieb A.",25.01.1903,,,
26757,Wenger,Rudolf,1907,,,
26758,Calonder,Erwin,,,,
26759,Fink,Manfred,1916,,2,
26760,Rimli,Theodor,1914,,,
26761,Dunant,Robert,12.07.1905,,5,376
26762,Steiner,"Ernst (ing. + Dr.)",10.03.1889,,,
26763,Gfeller,Rudolf,07.05.1902,,0,
26764,Gard,Marcel,1892,,,
26765,Raaflaub,Alfred,26.07.1907,,0,
26766,Schwegler-Kopp,Louis,21.08.1897,,2,
26767,Moor,Ernst,,,,
26768,Briod,Alice,30.03.1894,,,
26769,"Salis, von","Walter Adolf",1895,,,
26770,Tanner-Burckhardt,Eugen,23.04.1896,,,117
26771,Fischer,Ernst,1891,,,
26772,Ludin,Alfred,,,,
26773,Portmann,Franz,03.01.1907,,,
26774,Simoni,Heidi,,,,
26775,Wehrli-Blass,Heinrich,18.08.1906,,,
26776,"König",Max,,,,
26777,Bindschedler-Robert,Rudolf,08.07.1915,,0,10
26778,Tuason,Vincente,19.09.1903,,,
26779,Oetterli,Max,09.07.1916,,3,81
26780,Emmenegger,Emil,08.04.1890,,1,
26781,Derron,Paul,,,,
26782,Hommel,Max,13.03.1902,,,
26783,Wettstein,"Gustav Adolf",27.06.1901,,,
26784,Schwarzfischer,Josef,04.10.1901,,,491
26785,Zumstein,Walter,,,,
26786,Buchli,Paul,01.11.1904,,,
26787,Kaufmann,"Max 2",05.09.1891,,0,
26788,Tribelhorn,Werner,,,,
26789,Luvini,Gastone,,,,
26790,Medici,Giuseppe,,,,
26791,Schorta,Andrea,02.04.1905,,,
26792,Pfund,Walter,,,,
26793,Bider,"Jörg",1911,,,
26794,Ackermann,Franz,,,,
26795,"Schümperli",Rudolf,06.03.1907,,,26
26796,Ettinger,Armin,,,,
26797,Kellerhals,Hans,1897,,,
26798,Muri,Walter,28.06.1900,,,
26799,"Kahnt-Werdmüller",Walter,1894,,,
26800,"Büchi",Jakob,25.07.1903,,10,855
26801,Marty,Bernhard,01.03.1889,,,17
26802,Perret,"Jean 2",,,,
26803,Brunner,Edwin,1892,,,
26804,"Högl",Otto,30.04.1898,,,
26805,"Mühlemann",Hans,06.02.1910,,,50
26806,Scheuber,"Josef Konrad",29.09.1905,,,
26807,Stettler,Oskar,,,,
26808,Imfeld,Ernst,,,,
26809,Baeschlin,Ernst,,,,
26810,Kugler,Ferdinand,22.12.1894,,,
26811,Schlatter,"Albert Jakob",10.06.1891,,,
26812,"Peyer-Waldkirch von","Elsa (ou Els)",14.08.1899,,,
26813,"Zurbrügg",Henri,29.04.1912,,,
26814,"Götz",Ernst,1908,,,
26815,"Hofmänner","Bartholomé",28.03.1887,,,
26816,Martin-Micheli,"Ernest 2",14.05.1913,,,20
26817,Ackeret,Jakob,17.03.1898,,,10
26818,Schmid-Kunz,Heinrich,,,,
26819,Margot,Robert,08.08.1901,,,
26820,"Müller","Ernst 2",17.06.1891,,,
26821,"Schäfer",Charles,06.05.1912,,1,
26822,Giudici,Marcel,,,,
26823,Signer,Leutfrid,,,,
26824,Odermatt,Alois,,,,
26825,Guibat,Bernard,,,,
26826,Eggenberger,Heinrich,,,,
26827,Gloor-Meyer,Walther,10.06.1892,,0,
26828,Hager,Oskar,"1906 ?",,,
26829,Baumann,"Fritz 2",,,,
26830,Ettlin,Anton,28.10.1890,,,2292
26831,"Lüthi",Cuno,,,,
26832,Michaud,"Jean 2",,,,
26833,Respini,Giulio,,,,
26834,Junod,Louis,02.11.1906,,5,45
26835,Heer,Jacques,,,,
26836,"Stäuber",Walter,,,,
26837,Belart,Walter,,,,
26838,Waespe,Emil,,,,
26839,Moreau,Edmond,,,,
26840,Thurler,Jean,,,,
26841,"Wülser",Willy,,,,
26842,Demole-Honegger,Victor,19.04.1887,,3,63
26843,Mermoud,Albert,24.05.1905,,,
26844,"Schönholzer",Emil,,,,
26845,Leutwyler,Hans,,,,
26846,"Krügel","Marcel-René",31.01.1893,,10,2483
26847,Waibel,Ferdinand,,,,
26848,"Bühlmann","Werner 2",,,,
26849,"Mühlenen, von","Max Rudolf",10.02.1903,,,
26850,Bolomey,Roger,04.07.1903,,,
26851,Imboden,Fritz,28.02.1920,,,
26852,Walthard,"Karl Max",12.05.1895,,,
26853,Barrelet-Siegfried,"Charles Emile",22.07.1903,,2,
26854,Altermatt,Leo,31.01.1896,,,
26855,Bosshard,Willy,1904,,,
26856,Hossli,Georg,22.11.1921,,2,
26857,Saxer,Walter,02.12.1896,,,310
26858,Vuagnaux,Roland,,,,
26859,Sieber,Hugo,13.01.1911,,,2629
26860,Dessemontet,Charles,,,,
26861,Siegfried,Bert,1910,,1,
26862,Urech,Auguste,28.10.1894,,,235
26863,Tschudi-Steiner,Irma,11.02.1912,,,3
26864,Duc,Robert,,,,
26865,Boven,Pierre,24.01.1886,,,67
26866,Fenkart,Josef,,,,
26867,Peter-Roth,Heinrich,1893,,,
26868,Riniker,Otto,,,,
26869,Vohmann,Georges,,,,
26870,Rambert,Olivier,,,,
26871,Gammeter,Max,,,,
26872,Inderbitzin,Carlo,,,,
26873,Saxer,Friedrich,1889,,,
26874,Keller,Charles,03.12.1929,,0,
26875,"Müller",Alois,16.09.1881,,,
26876,"Mühlberg",Otto,,,,
26877,"Wyss, von",Roland,01.08.1890,,,
26878,Kull-Oettli,Anna,,,,
26879,Brenn,Andrea,,,,
26880,"Maître",Yves,19.05.1917,,2,439
26881,Bordet,Paul,1909,,,
26882,Dobler,Fritz,1896,,,
26883,Press,Pierre,1916,,,
26884,"Lüthi","Hans-Jürg",30.08.1917,,,295
26885,"Böni",Albert,10.01.1912,,,2081
26886,Naz,Edouard,1900,,0,
26887,Held,Arthur,04.02.1905,,,
26888,Aebi,Robert,,,,
26889,Freudweiler,Roger,26.03.1908,,,
26890,Huber,Max,1899,,,
26891,Aerni,Fritz,,,,
26892,Kunz,Gregor,,,,
26893,Beretta,Camillo,30.10.1895,,,
26894,Oesch,Werner,,,,
26895,Burkhardt,"René",,,,
26896,Delacoste,Maurice,1889,,,
26897,Richner,Adolf,12.06.1908,,,2069
26898,Fleisch-Ullmann,Alfred,29.09.1892,,,1931
26899,Etter,Johann,,,,
26900,Lehmann,"Fritz Erich",12.04.1902,,,491
26901,Joho,Emil,,,,
26902,Frauenfelder,Max,10.06.1910,,,
26903,"Bänziger",Doris,,,,
26904,Baumgartner,Rosa,,,,
26905,Boeniger,"René",,,,
26906,Bitterli,Sigmund,26.02.1904,,,
26907,Forster,"Willy Conrad",1899,,,
26908,Stehlin,Siegfried,14.05.1899,,,
26909,Mathey,Paul,16.02.1891,,,411
26910,Stoeckle,Friedrich,,,,
26911,Koblet,Rudolf,13.02.1904,,5,2630
26912,Zehnder,Eugen,1893,,,
26913,Moser,Armin,01.12.1906,,,598
26914,Brunner,"J. U.",,,,
26915,Seemann,Werner,,,,
26916,Renz,Jany,,,,
26917,Ursprung,Margrit,,,,
26918,Studer,Viktor,,,,
26919,Stoll,"Werner A.",26.03.1915,,,
26920,Schmidt,Robert,,,,
26921,Vischer-Hoffmann,Dietrich,1897,,,
26922,Zehnder,Ernst,,,,
26923,"Guyot-Meuron de",Charly,12.02.1898,,,1795
26924,Wechsler,Josef,,,,
26925,Schefer,Hans,1914,,,
26926,"Käppeli",Paul,,,,
26927,Schurter,Walter,,,,
26928,"Arx, von",Arnold,,,,
26929,Miescher,Wilhelm,1899,,,
26930,Wartenweiler,Oskar,1905,,,
26931,Heinemann,Viktor,,,,
26932,Adler,"Johann Max",21.08.1899,,,
26933,Weber,"W. Robert",,,,
26934,Rieser,Franz,,,,
26935,Schwarz-Gagg,Margerita,19.12.1899,,,
26936,Achermann,Francis,26.12.1899,,,
26937,Tuor,Alois,,,,
26938,"Coulon, de",Jean-Louis,01.11.1907,,,14
26939,Bernasconi,Ferdinando,1897,,,
26940,Arber,Hans,,,,
26941,Eggermann,Albert,1908,,,
26942,Wilhelm,Alfred,1897,,,
26943,Leuba,Pierre-Auguste,25.05.1905,,1,
26944,"Strüby",Robert,,,,
26945,Jacot,Maurice,,,,
26946,Riva,Guido,25.09.1915,,,164
26947,"Lüthi",Hermann,,,,
26948,Meyer-Dietschi,Hugo,28.09.1888,,,
26949,Steinlin,Hans,1906,,,
26950,Sganzini,Silvio,,,,
26951,Leuba-Bornand,Yvonne,,,,
26952,Duvanel,Charles-Georges,10.05.1906,,,81
26953,Ruf,Heinrich,,,,
26954,Erb,Fritz,12.04.1894,,,
26955,Tami,Rino,07.08.1908,,,2631
26956,Moss,Georg,,,,
26957,Mottu,"André",27.12.1911,,0,20
26958,"Bébié",Karl,1913,,,
26959,"Hänni",Hans,30.10.1914,,,
26960,Savoie,"Charles 2",19.10.1894,,1,
26961,Surber,Fritz,,,,
26962,Bodenmann,Hermann,26.07.1921,,,287
26963,Baschy,"René",1889,,,
26964,Martinet,Paul,,,,
26965,Burkhard-Wuhrmann,Werner,28.04.1900,,,
26966,"Schärli",Werner,,,,
26967,Kurmann,Adolf,,,,
26968,Cherbuliez,Emile,22.01.1891,,,511
26969,Lobsiger,Ernst,,,,
26970,Boymond,"Paul Philippe",30.05.1911,,,2632
26971,Peter,Edwin,1891,,,
26972,"Bürgin-Kreis",Hildegard,13.04.1904,,,
26973,Dutoit,Jean,25.04.1908,,2,20
26974,Bachmann,Walter-Karl,10.07.1913,,,2633
26975,"Mühll, von der",Henri-Robert,05.10.1898,,,
26976,Mezger,"Frédéric",,,,
26977,Eggler,Albert,,,,
26978,Tillmann,Arthur,,,,
26979,Anker,Fritz,26.04.1889,,,
26980,Heller,"Hermann 2",06.03.1919,,0,
26981,Halter,Paul,29.06.1891,,2,
26982,Born,Hans,30.05.1895,,,
26983,Reutlinger,"Hans (Johann August)",28.06.1895,,,440
26984,Deschenaux,Henri,02.09.1907,,,
26985,Schmidt,"Otto Frédéric",,,,
26986,"Thürer-Tobler",Georg,26.07.1908,,,2079
26987,Baumann,Fritz,,,,
26988,Boss,Frieda,,,,
26989,"Beaumont, de-Mallet",Jacques,26.09.1901,,,20
26990,Gloggner,Arthur,,,,
26991,"Roll, von",Victor,,,,
26992,Cartier,Henriette,12.11.1902,,,
26993,"Boca, del","César",,,,
26994,"Müller","Ernst 1",1897,,,
26995,Tanner,Heinrich,1898,,0,
26996,"Bösch",Otto,,,,
26997,Lack,Isidor,05.01.1912,,2,
26998,Gutersohn,Alfred,12.02.1904,,5,584
26999,Richner,Heinrich,,,,
27000,Fueter-Blanc,Heinrich,17.02.1911,,,
27001,Junet-Bordier,William,1906,,1,20
27002,Zuber,Otto,13.02.1905,,,
27003,Bangerter,Emanuel,05.03.1903,,,
27004,"Reding, von",Hans,,,,
27005,Perrochon,Louis,,,,
27006,Gerber,Franz,,,,
27007,Borsinger,"Hilde-Vérène",30.05.1897,,,
